a	/ə/
cavin	/ˈkævɪn/
caviness	/ˈkeɪvinɪs/
caving	/ˈkeɪvɪŋ/
cavins	/ˈkævɪnz/
cavities	/ˈkævɪtiz/
cavitt	/ˈkævɪt/
cavity	/ˈkævəti/
cavness	/ˈkævnɪs/
cavort	/kəˈvɔɹt/
cavorting	/kəˈvɔɹtɪŋ/
caw	/ˈkɔ/
cawley	/ˈkɔli/
cawood	/ˈkɑwʊd/
cawsl	/ˈkɔsəl/
cawthon	/ˈkɔθən/
cawthorn	/ˈkɔθɚn/
cawthorne	/ˈkɔθɚn/
caxton	/ˈkækstən/
cay	/ˈkeɪ/
caya	/ˈkeɪə/
cayce	/ˈkeɪs/
cayenne	/ˌkaɪˈɛn/
cayer	/ˈkeɪɚ/
cayes	/ˈkeɪz/
caylin	/ˈkeɪlɪn/
caylor	/ˈkeɪlɚ/
cayman	/ˈkeɪmən/
caymans	/ˈkeɪmənz/
cayne	/ˈkeɪn/
cayson	/ˈkeɪsən/
cayton	/ˈkeɪtən/
cayuses	/ˈkaɪˌusəz/
caywood	/ˈkeɪˌwʊd/
cazares	/kɑˈzɑɹɛs/
cazenove	/ˈkæzəˌnoʊv/
cazier	/ˈkeɪziɚ/
cb	/ˌsiˈbi/
cbc	/ˌsiˌbiˈsi/
cbs	/ˌsiˌbiˈɛs/
cc	/ˌsiˈsi/
ccd	/ˌsiˌsiˈdi/
ccs	/ˈsiˈsiˈɛs/
cctv	/ˈsiˌsiˈtiˌvi/
cd	/ˌsiˈdi/
cdc	/ˌsiˌdiˈsi/
cdebaca	/sidɪˈbɑkə/
cdrom	/ˈsiˈdiˈɹɑm/
cdroms	/ˈsiˈdiˈɹɑmz/
cds	/ˌsiˈdiz/
ce	/ˌsiˈi/
cea	/ˌsiˌiˈeɪ/
ceara	/ˈsiɹə/
cearley	/ˈsɝli/
ceasar	/səˈsɑɹ/
cease	/ˈsis/
cease-fire	/ˈsisˈfaɪɚ/
ceased	/ˈsist/
ceasefire	/ˈsisˈfaɪɚ/
ceasefires	/ˈsisˈfaɪɚz/
ceaseless	/ˈsislɪs/
ceaselessly	/ˈsizləsli/
ceaser	/ˈsisɚ/
ceases	/ˈsisɪz/
ceasing	/ˈsisɪŋ/
ceaucescu	/tʃaʊˈtʃɛskju/
ceausescu	/tʃaʊˈtʃɛskju/
ceausescu's	/tʃaʊˈtʃɛskjuz/
ceballos	/seɪˈbɑloʊz/
cebu	/siˈbu/
cebu's	/siˈbuz/
cebula	/tʃɛˈbulə/
cebulski	/tʃɪˈbʌlski/
cecala	/tʃɛˈkɑlə/
ceccarelli	/tʃɛkɚˈɛli/
cecchi	/ˈsɛki/
cecchini	/tʃɛˈkini/
cecconi	/tʃɛˈkoʊni/
cece	/ˈsis/
cecelia	/sɪˈsiljə/
cecere	/tʃɛˈtʃɛɹi/
cech	/ˈsɛk/
ceci	/ˈsɛsi/
cecil	/ˈsisəl/
cecil's	/ˈsisəlz/
cecile	/sɪˈsil/
cecilia	/sɪˈsiljə/
cecin	/ˈsɛsɪn/
ceco	/ˈsikoʊ/
cecola	/sɛˈkoʊlə/
cecos	/ˈsikoʊs/
cedar	/ˈsidɚ/
cedar-rapids	/ˈsidɚˈɹæpɪdz/
cedars	/ˈsidɚz/
cede	/ˈsid/
ceded	/ˈsidəd/
cedeno	/tʃɛˈdɛnoʊ/
ceder	/ˈsidɚ/
cederberg	/ˈsidɚbɚɡ/
cedergren	/ˈsidɚɡɹɛn/
cederholm	/ˈsidɚhoʊm/
cederquist	/ˈsɛdɚkwɪst/
cedes	/ˈsidz/
cedillo	/tʃɛˈdɪloʊ/
ceding	/ˈsidɪŋ/
cedras	/ˈseɪˌdɹɑs/
cedras'	/ˈseɪˌdɹɑs/
cedras's	/ˈseɪˌdɹɑsɪs/
cedric	/ˈsɛdɹɪk/
cedrone	/seɪˈdɹoʊneɪ/
cees	/ˈsiz/
cefalo	/tʃɛˈfɑloʊ/
cefalu	/tʃɛˈfɑlu/
cegielski	/tʃɪˈɡilski/
ceiling	/ˈsilɪŋ/
ceilings	/ˈsilɪŋz/
ceja	/ˈseɪjə/
cejka	/ˈtʃeɪkə/
cel	/ˈsɛl/
cela	/ˈsɛlə/
celadon	/ˈsɛləˌdɑn/
celandine	/ˈsɛlənˌdaɪn/
celanese	/ˈsɛləˌniz/
celani	/tʃɛˈlɑni/
celano	/tʃɛˈlɑnoʊ/
celaya	/seɪˈleɪə/
cele	/ˈsil/
celeb	/səˈlɛb/
celebate	/ˈsɛləbət/
celebrant	/ˈsɛləbɹənt/
celebrants	/ˈsɛləbɹənts/
celebrate	/ˈsɛləˌbɹeɪt/
celebrated	/ˈsɛləˌbɹeɪtɪd/
celebrates	/ˈsɛləˌbɹeɪts/
celebrating	/ˈsɛləˌbɹeɪtɪŋ/
celebration	/ˌsɛləˈbɹeɪʃən/
celebrations	/ˌsɛləˈbɹeɪʃənz/
celebratory	/səˈlɛbɹəˌtɔɹi/
celebre	/ˈsɛləbɹə/
celebrities	/səˈlɛbɹɪtiz/
celebrity	/səˈlɛbɹɪti/
celebrity's	/səˈlɛbɹɪtiz/
celebs	/səˈlɛbz/
celena	/tʃɛˈlɛnə/
celene	/ˈtʃɛlin/
celentano	/tʃɛlɛnˈtɑnoʊ/
celerity	/səˈlɛɹəti/
celeron	/ˈsɛlɚɑn/
celery	/ˈsɛlɚi/
celesta	/sɪˈlɛstə/
celeste	/səˈlɛst/
celestial	/səˈlɛstʃəl/
celestin	/ˈsɛlɪstɪn/
celestina	/tʃɛlɛˈstinə/
celestine	/tʃɛlɛˈstini/
celestino	/tʃɛlɛˈstinoʊ/
celestory	/səˈlɛstɚi/
celia	/ˈsiljə/
celibacy	/ˈsɛləbəsi/
celibate	/ˈsɛlɪbət/
celica	/ˈsɛlɪkə/
celie	/ˈsɛli/
celimene	/ˈsɛlɪˌmin/
celina	/səˈlinə/
celinda	/tʃɛˈlində/
celine	/səˈlin/
celio	/ˈsilioʊ/
celis	/ˈsɛlɪs/
celium	/ˈsiˌliəm/
cell	/ˈsɛl/
cell's	/ˈsɛlz/
cella	/ˈsɛlə/
cellar	/ˈsɛlɚ/
cellars	/ˈsɛlɚz/
celled	/ˈsɛld/
celli	/ˈtʃɛli/
cellini	/tʃɛˈlini/
cellio	/ˈtʃɛlioʊ/
cellist	/ˈtʃɛləst/
cellmark	/ˈsɛlˌmɑɹk/
cellmark's	/ˈsɛlˌmɑɹks/
cellnet	/ˈsɛlˌnɛt/
cello	/ˈtʃɛloʊ/
cellophane	/ˈsɛləˌfeɪn/
cellphone	/ˈsɛlfoʊn/
cellphones	/ˈsɛlˌfoʊnz/
cellpro	/ˈsɛlpɹoʊ/
cells	/ˈsɛlz/
cells'	/ˈsɛlz/
cellstar	/ˈsɛlˌstɑɹ/
cellucci	/tʃɛˈlutʃi/
cellular	/ˈsɛljəlɚ/
cellular's	/ˈsɛljəlɚz/
celluloid	/ˈsɛləˌlɔɪd/
cellulosa	/ˌsɛluˈloʊsə/
cellulose	/ˈsɛljəˌloʊs/
celmer	/ˈsɛlmɚ/
celnik	/ˈsɛlnɪk/
celo	/ˈsɛloʊ/
celona	/tʃɛˈloʊnə/
celosia	/tʃɛˈloʊsiə/
cels	/ˈsɛlz/
celsius	/ˈsɛlsiəs/
celso	/ˈsɛlsoʊ/
celt	/ˈsɛlt/
celtic	/ˈsɛltɪk/
celtics	/ˈsɛltɪks/
celtics'	/ˈsɛltɪks/
celts	/ˈsɛlts/
cement	/səˈmɛnt/
cemented	/səˈmɛntɪd/
cementing	/sɪˈmɛntɪŋ/
cementos	/sɛˈmɛntoʊs/
cemeteries	/ˈsɛməˌtɛɹiz/
cemetery	/ˈsɛməˌtɛɹi/
cemex	/ˈkɛˌmɛks/
cemp	/ˈsɛmp/
cencall	/ˈsɛnˌsɛl/
cenci	/ˈtʃɛntʃi/
cencor	/ˈsɛnˌkɔɹ/
cendejas	/seɪnˈdeɪjɑz/
cenergy	/ˈsɛnɚdʒi/
ceniceros	/seɪniˈsɛɹoʊz/
cenith	/ˈsɛnɪθ/
cenith's	/ˈsɛnɪθs/
cenozoic	/ˌsinəˈzoʊɪk/
censer	/ˈsɛnsɚ/
censor	/ˈsɛnsɚ/
censored	/ˈsɛnsɚd/
censoring	/ˈsɛnsɚɪŋ/
censors	/ˈsɛnsɚz/
censorship	/ˈsɛnsɚˌʃɪp/
censure	/ˈsɛnʃɚ/
censured	/ˈsɛnʃɚd/
census	/ˈsɛnsəs/
censuses	/ˈsɛnsəsɪz/
cent	/ˈsɛnt/
centanni	/tʃɛnˈtɑni/
centaur	/ˈsɛnˌtɔɹ/
centaur's	/ˈsɛnˌtɔɹz/
centauri	/sɛnˈtɑɹi/
centaurs	/ˈsɛnˌtɔɹz/
centavos	/sɛnˈtɑˌvoʊs/
centel	/ˈsɛnˌtɛl/
centel's	/ˈsɛnˌtɛlz/
centenarian	/ˌsɛntəˈnɛɹiən/
centenarians	/ˌsɛntəˈnɛɹiənz/
centenary	/ˈsɛntəˌnɛɹi/
centennial	/sɛnˈtɛniəl/
centennial's	/sɛnˈtɛniəlz/
centeno	/tʃɛnˈtɛnoʊ/
center	/ˈsɛntɚ/
center's	/ˈsɛntɚz/
centerbanc	/ˈsɛntɚbæŋk/
centerbank	/ˈsɛntɚˌbæŋk/
centered	/ˈsɛntɚd/
centerfielder	/ˈsɛntɚˌfildɚ/
centerfold	/ˈsɛntɚˌfoʊld/
centering	/ˈsɛntɚɪŋ/
centerior	/ˌsɛnˈtɪɹiɚ/
centerpiece	/ˈsɛntɚˌpis/
centerre	/ˈsɛntɚ/
centerre's	/ˈsɛntɚz/
centers	/ˈsɛntɚz/
centers'	/ˈsɛntɚz/
centerville	/ˈsɛntɚvɪl/
centex	/ˈsɛnˌtɛks/
centigrade	/ˈsɛntəˌɡɹeɪd/
centigram	/ˈsɛntəˌɡɹæm/
centime	/ˈsɛnˌtaɪm/
centimes	/ˈsɛnˌtaɪmz/
centimeter	/ˈsɛntəˌmitɚ/
centimeters	/ˈsɛntəˌmitɚz/
centimetre	/ˈsɛntəˌmitɚ/
centimetres	/ˈsɛntəˌmitɚz/
centipede	/ˈsɛntɪˌpid/
centner	/ˈsɛntnɚ/
centocor	/ˈsɛntəˌkɔɹ/
centocor's	/ˈsɛntəˌkɔɹz/
centofanti	/tʃɛntoʊˈfɑnti/
centola	/tʃɛnˈtoʊlə/
centoxin	/ˌsɛnˈtɑksɪn/
central	/ˈsɛntɹəl/
central's	/ˈsɛntɹəlz/
centrale	/sɛnˈtɹɑl/
centralia	/sɛnˈtɹeɪliə/
centralism	/ˈsɛntɹəˌlɪzəm/
centralists	/ˈsɛntɹəlɪsts/
centrality	/sɛnˈtælɪti/
centralization	/ˌsɛntɹəlɪˈzeɪʃən/
centralize	/ˈsɛntɹəˌlaɪz/
centralized	/ˈsɛntɹəˌlaɪzd/
centralizing	/ˈsɛntɹəˌlaɪzɪŋ/
centrally	/ˈsɛntɹəli/
centram	/ˈsɛnˌtɹæm/
centre	/ˈsɛntɚ/
centrella	/ˌsɛnˈtɹɛlə/
centres	/ˈsɛntɚz/
centrex	/ˈsɛntɹəks/
centrifugal	/ˈsɛntɹɪfˌjuɡəl/
centrifuge	/ˈsɛntɹəfˌjudʒ/
centrifuges	/ˈsɛntɹəfˌjudʒɪz/
centrist	/ˈsɛntɹɪst/
centrists	/ˈsɛntɹɪsts/
centro	/ˈsɛntɹoʊ/
centromin	/ˈsɛntɹəmɪn/
centronics	/ˌsɛnˈtɹɑnɪks/
centrust	/ˈsɛnˌtɹʌst/
centrust's	/ˈsɛnˌtɹʌsts/
cents	/ˈsɛnts/
centum	/ˈkɛntəm/
centuri	/sɛnˈtʊɹi/
centuries	/ˈsɛntʃɚiz/
centurion	/sɛnˈtʊɹiən/
century	/ˈsɛntʃɚi/
century's	/ˈsɛntʃɚiz/
cenvill	/ˈsɛnvɪl/
ceo	/ˈsiˌiˈoʊ/
cep	/ˈsɛp/
cepeda	/seɪˈpeɪdə/
cepero	/seɪˈpɛɹoʊ/
cephalon	/ˈsɛfəˌlɑn/
cephalopod	/ˈsɛfələˌpɑd/
cephalosporin	/ˌsɛfəˈlɔˌspɔɹɪn/
cephas	/ˈsɛfəz/
cephus	/ˈsɛfəs/
cera	/ˈsɛɹə/
ceraceous	/sɚˈeɪʃəs/
ceradyne	/ˈsɛɹəˌdaɪn/
cerami	/tʃɚˈɑmi/
ceramic	/sɚˈæmɪk/
ceramics	/sɚˈæmɪks/
cerankosky	/ˌsɛɹəŋˈkɔˌski/
cerasoli	/tʃɚɑˈsoʊli/
ceravolo	/tʃɚɑˈvoʊloʊ/
cerbone	/ˈtʃɝboʊn/
cercone	/tʃɚˈkoʊni/
cerda	/ˈtʃɛɹdə/
cereal	/ˈsɪɹiəl/
cereals	/ˈsɪɹiəlz/
cerebral	/ˈsɛɹəbɹəl/
cerebrally	/sɚˈibɹəli/
ceredase	/ˈsɛɹəˌdeɪz/
cereghino	/tʃɚɛˈɡinoʊ/
cerelia	/tʃɚˈɛliə/
ceremonial	/ˌsɛɹəˈmoʊniəl/
ceremonies	/ˈsɛɹəˌmoʊniz/
ceremony	/ˈsɛɹəˌmoʊni/
cereno	/sɚˈeɪnoʊ/
ceres	/ˈsɪɹiz/
cerezo	/ˌsɛˈɹeɪzoʊ/
cerf	/ˈsɝf/
ceridian	/sɚˈɪdiən/
cerino	/tʃɚˈinoʊ/
cerio	/ˈtʃɛɹioʊ/
cerise	/sɚˈis/
cermak	/ˈtʃɝmək/
cern	/ˈsɝn/
cerna	/ˈtʃɛɹnə/
cerney	/ˈsɝni/
cerniglia	/ˌtʃɝˈniɡliɑ/
cernuda	/sɚˈnudə/
cernuda's	/sɚˈnudəz/
cerny	/ˈsɝni/
cero	/ˈsɛˌɹoʊ/
cerone	/tʃɚˈoʊni/
cerra	/ˈsɛɹə/
cerrato	/tʃɚˈɑtoʊ/
cerreta	/tʃɚˈɛtə/
cerrito	/tʃɚˈitoʊ/
cerritos	/sɛˈɹitoʊs/
cerro	/ˈsɛɹoʊ/
cerrone	/tʃɚˈoʊni/
cerruti	/tʃɚˈuti/
cerska	/ˈkɝskə/
cert	/ˈsɝt/
certain	/ˈsɝtən/
certainly	/ˈsɝtənli/
certainteed	/ˈsɝtənˌtid/
certainties	/ˈsɝtəntiz/
certainty	/ˈsɝtənti/
certificate	/sɚˈtɪfɪkət/
certificates	/sɚˈtɪfɪkəts/
certification	/ˌsɝtəfəˈkeɪʃən/
certifications	/ˌsɝtəfəˈkeɪʃənz/
certified	/ˈsɝtəˌfaɪd/
certified's	/ˈsɝtəˌfaɪdz/
certifies	/ˈsɝtəˌfaɪz/
certify	/ˈsɝtəˌfaɪ/
certifying	/ˈsɝtəˌfaɪɪŋ/
certitude	/ˈsɝtəˌtud/
certo	/ˈtʃɛɹtoʊ/
certron	/ˈsɝtɹɑn/
cerulli	/tʃɚˈuli/
cerullo	/tʃɚˈuloʊ/
cerus	/ˈsɛɹəs/
cerutti	/tʃɚˈuti/
cervantes	/sɛɹˈvɑntɛs/
cervantez	/sɛɹˈvɑntɛz/
cerveceria	/ˌsɝvəˈsɪɹiə/
cervenka	/sɛɹˈveɪŋkə/
cerveny	/tʃɚˈvini/
cervera	/tʃɚˈvɛɹə/
cervesato	/ˌsɛɹvɛˈsɑˌtoʊ/
cerveza	/ˌsɝˈveɪzə/
cervi	/ˈtʃɛɹvi/
cervical	/ˈsɝvəkəl/
cervini	/tʃɚˈvini/
cervix	/ˈsɝvɪks/
cervone	/tʃɚˈvoʊni/
ceryl	/ˈsɛɹəl/
cesar	/ˈsizɚ/
cesare	/tʃeɪˈzɑɹeɪ/
cesario	/tʃɛˈsɑɹioʊ/
cesaro	/tʃɛˈsɑɹoʊ/
cesarz	/ˈseɪsɑɹz/
cesena	/tʃɛˈsɛnə/
cesium	/ˈsiziəm/
cespedes	/seɪˈspeɪdɛs/
cessation	/ˌsɛˈseɪʃən/
cessna	/ˈsɛsnə/
cessna's	/ˈsɛsnəz/
cesspool	/ˈsɛˌspul/
cestaro	/tʃɛˈstɑɹoʊ/
ceta	/ˈsɛtə/
cetacean	/sɪˈteɪʃən/
cetec	/ˈsiˌtɛk/
cetera	/ˈsɛtɚə/
cetus	/ˈsitəs/
cetus's	/ˈsitəsɪz/
cevallos	/seɪˈvɑloʊz/
cevaxs	/ˈsɛvæksɪz/
ceylon	/sɪˈlɑn/
cezanne	/ˌsɛˈzæn/
cezanne's	/ˌsɛˈzænz/
cfo	/ˈsiˌɛˈfoʊ/
cgi	/ˌsiˌɡiˈaɪ/
cha	/ˈtʃɑ/
cha-chas	/ˈtʃɑˌtʃɑz/
chablis	/ʃəˈbli/
chabon	/ˈtʃeɪbən/
chabot	/ʃəˈboʊ/
chacabuco	/ˌtʃækəbˈjukoʊ/
chace	/ˈtʃeɪs/
chachere	/ʃəˈʃɪɹ/
chachi	/ˈtʃɑtʃi/
chacin	/ˈʃeɪsɪn/
chacko	/ˈtʃækoʊ/
chacon	/ˈtʃækən/
chad	/ˈtʃæd/
chad's	/ˈtʃædz/
chadbourne	/ʃədˈbʊɹn/
chadd	/ˈtʃæd/
chadderdon	/tʃəˈdɝdən/
chaddock	/ˈtʃædək/
chadel	/ˈtʃædəl/
chadian	/ˈtʃeɪdiən/
chadick	/ˈtʃædɪk/
chadli	/ˈtʃædli/
chadron	/ˈtʃædɹən/
chadwell	/ˈtʃæˌdwɛl/
chadwick	/ˈtʃædwɪk/
chadwick's	/ˈtʃædwɪks/
chae	/ˈtʃaɪ/
chaebol	/ˈtʃeɪbəl/
chafe	/ˈtʃeɪf/
chafed	/ˈtʃeɪft/
chafee	/ˈtʃæfi/
chafee's	/ˈtʃeɪfiz/
chafes	/ˈtʃeɪfs/
chafete	/tʃəˈfit/
chaff	/ˈtʃæf/
chaffee	/ˈtʃæfi/
chaffin	/ˈtʃæfɪn/
chaffins	/ˈtʃæfɪnz/
chaffy	/ˈtʃæfi/
chafin	/ˈtʃæfɪn/
chafing	/ˈtʃeɪfɪŋ/
chagall	/tʃəˈɡɑl/
chagnon	/ˈtʃæɡnən/
chagrin	/ʃəˈɡɹɪn/
chagrined	/ʃəˈɡɹɪnd/
chai	/ˈtʃaɪ/
chaidez	/tʃɑˈidɛz/
chaiken	/ˈtʃeɪkən/
chaikin	/ˈtʃeɪkɪn/
chaim	/ˈhaɪɪm/
chain	/ˈtʃeɪn/
chain's	/ˈtʃeɪnz/
chained	/ˈtʃeɪnd/
chaining	/ˈtʃeɪnɪŋ/
chains	/ˈtʃeɪnz/
chains'	/ˈtʃeɪnz/
chainsaw	/ˈtʃeɪnˌsɔ/
chainsaws	/ˈtʃeɪnˌsɔz/
chair	/ˈtʃɛɹ/
chaired	/ˈtʃɛɹd/
chaires	/ˈʃɛɹz/
chairez	/tʃɑˈɪɹɛz/
chairing	/ˈtʃɛɹɪŋ/
chairman	/ˈtʃɛɹmən/
chairman's	/ˈtʃɛɹmənz/
chairmanship	/ˈtʃɛɹmənˌʃɪp/
chairmanships	/ˈtʃɛɹmənˌʃɪps/
chairmen	/ˈtʃɛɹmɪn/
chairpeople	/ˈtʃɛɹˌpipəl/
chairperson	/ˈtʃɛɹˌpɝsən/
chairs	/ˈtʃɛɹz/
chairwoman	/ˈtʃɛɹˌwʊmən/
chairwomen	/ˈtʃɛɹˌwɪmɛn/
chaise	/ˈʃeɪz/
chaisson	/ˈtʃeɪsən/
chait	/ˈtʃeɪt/
chajet	/ˈtʃædʒət/
chalabi	/tʃəˈlɑbi/
chalasani	/ˌtʃæləˈsæni/
chalcedony	/ˈtʃælsəˌdoʊni/
chalet	/ˈʃæˌleɪ/
chalets	/ʃəˈleɪz/
chalfant	/ˈtʃæfənt/
chalfin	/ˈtʃælfɪn/
chalice	/ˈtʃælɪs/
chalifoux	/ˈʃælɪfu/
chalk	/ˈtʃɑk/
chalked	/ˈtʃɔkt/
chalker	/ˈtʃɔkɚ/
chalking	/ˈtʃɔkɪŋ/
chalkley	/ˈtʃælkli/
chalks	/ˈtʃɔks/
challender	/tʃəˈlɛndɚ/
challenge	/ˈtʃæləndʒ/
challenged	/ˈtʃæləndʒd/
challenger	/ˈtʃæləndʒɚ/
challenger's	/ˈtʃæləndʒɚz/
challengers	/ˈtʃæləndʒɚz/
challengery	/ˈtʃæləndʒɚi/
challenges	/ˈtʃæləndʒɪz/
challenging	/ˈtʃæləndʒɪŋ/
challis	/ˈʃæli/
chalmers	/ˈtʃɑmɚz/
chalmette	/ʃælˈmɛt/
chaloupka	/tʃəˈlupkə/
chaloux	/ʃəˈlu/
chalsty	/ˈtʃælsti/
chalupa	/tʃəˈlupə/
cham	/ˈtʃæm/
chamber	/ˈtʃeɪmbɚ/
chamber's	/ˈtʃeɪmbɚz/
chambered	/ˈtʃeɪmbɚd/
chamberlain	/ˈtʃeɪmbɚlən/
chamberlain's	/ˈtʃeɪmbɚlənz/
chamberland	/ˈtʃæmbɚlənd/
chamberlayne	/ˈtʃeɪmbɚˌleɪn/
chamberlin	/ˈtʃeɪmbɚlɪn/
chambers	/ˈtʃeɪmbɚz/
chambers'	/ˈtʃeɪmbɚz/
chambers's	/ˈtʃeɪmbɚzɪz/
chamblee	/ˈtʃæmbli/
chambless	/ʃəmˈblis/
chamblin	/ˈtʃæmblɪn/
chambliss	/ˈtʃæmblɪs/
chambon	/ˈtʃæmbən/
chameleon	/kəˈmiliən/
chamlee	/ˈtʃæmli/
chamlong	/ˈtʃæmˌlɔŋ/
chamness	/ˈtʃæmnɪs/
chamomile	/ˌkæməˈmaɪl/
chamonix	/ˈtʃæmənɪks/
chamorro	/tʃəˈmɔɹoʊ/
chamorro's	/tʃəˈmɔɹoʊz/
champ	/ˈtʃæmp/
champa	/ˈkɑmpə/
champagne	/ʃæmˈpeɪn/
champagnes	/ʃæmˈpeɪnz/
champaign	/tʃæmˈpeɪn/
champaign-urbana	/tʃæmˈpeɪnɚˈbænə/
champeau	/ʃæmˈpoʊ/
champine	/ˈtʃæmˌpaɪn/
champion	/ˈtʃæmpiən/
champion's	/ˈtʃæmpiənz/
championed	/ˈtʃæmpiənd/
championing	/ˈtʃæmpiənɪŋ/
champions	/ˈtʃæmpiənz/
championship	/ˈtʃæmpiənˌʃɪp/
championship's	/ˈtʃæmpiənˌʃɪps/
championships	/ˈtʃæmpiənˌʃɪps/
champlain	/ʃæmˈpleɪn/
champlin	/ˈtʃæmplɪn/
champney	/ˈtʃæmpni/
champoux	/ʃæmˈpu/
champs	/ˈtʃæmps/
chan	/ˈtʃæn/
chan's	/ˈtʃænz/
chana	/ˈtʃænə/
chance	/ˈtʃæns/
chanced	/ˈtʃænst/
chancellor	/ˈtʃænsəlɚ/
chancellor's	/ˈtʃænsəlɚz/
chancellors	/ˈtʃænsəlɚz/
chancery	/ˈtʃænsɚi/
chances	/ˈtʃænsəz/
chancey	/ˈtʃænsi/
chancy	/ˈtʃænsi/
chand	/ˈtʃænd/
chanda	/ˈtʃændə/
chandelier	/ʃændəˈlɪɹ/
chandeliers	/ˌʃændəˈlɪz/
chandler	/ˈtʃændlɚ/
chandler's	/ˈtʃændlɚz/
chandley	/ˈtʃændli/
chandon	/ˈtʃændɪn/
chandra	/ˈtʃændɹə/
chandrika	/tʃɑnˈdɹikə/
chandross	/tʃænˈdɹɔs/
chanel	/ʃəˈnɛl/
chaney	/ˈtʃeɪni/
chang	/ˈtʃæŋ/
chang-hsin	/ˈtʃɑŋˈʃɪn/
chang-ming	/ˈtʃɑŋˈmɪŋ/
changchun	/ˈtʃɑŋˈtʃʊn/
change	/ˈtʃeɪndʒ/
changeable	/ˈtʃeɪndʒəbəl/
changed	/ˈtʃeɪndʒd/
changeover	/ˈtʃeɪnˌdʒoʊvɚ/
changeovers	/ˈtʃeɪnˌdʒoʊvɚz/
changer	/ˈtʃeɪndʒɚ/
changers	/ˈtʃeɪndʒɚz/
changes	/ˈtʃeɪndʒəz/
changing	/ˈtʃeɪndʒɪŋ/
changsho	/ˈtʃæŋˈʃoʊ/
chanin	/ˈtʃænɪn/
chanishiva	/ʃɑnɪˈʃivə/
chanley	/ˈtʃænli/
channel	/ˈtʃænəl/
channel's	/ˈtʃænəlz/
channeled	/ˈtʃænəld/
channeling	/ˈtʃænəlɪŋ/
channell	/ˈtʃænəl/
channell's	/ʃəˈnɛlz/
channels	/ˈtʃænəlz/
channing	/ˈtʃænɪŋ/
channon	/ˈtʃænən/
chanos	/ˈtʃɑnoʊs/
chanson	/ˈʃɑnˌsɔn/
chant	/ˈtʃænt/
chantal	/ˈtʃæntəl/
chanted	/ˈtʃæntɪd/
chantilly	/ˌʃænˈtɪli/
chanting	/ˈtʃæntɪŋ/
chants	/ˈtʃænts/
chanukah	/ˈhɑnəkə/
chany	/ˈtʃeɪni/
chao	/ˈtʃaʊ/
chaos	/ˈkeɪɑs/
chaotic	/keɪˈɑtɪk/
chap	/ˈtʃæp/
chapa	/ˈtʃɑpə/
chaparral	/ˌʃæpɚˈæl/
chaparro	/kɑˈpɑɹoʊ/
chapas	/ˈtʃɑpəs/
chapdelaine	/ˈʃæpdɪleɪn/
chapek	/ˈtʃæpɪk/
chapel	/ˈtʃæpəl/
chapel's	/ˈtʃæpəlz/
chapell	/ʃəˈpɛl/
chapelle	/ʃəˈpɛl/
chaperone	/ˈʃæpɚˌoʊn/
chaperones	/ˈʃæpɚˌoʊnz/
chaperoning	/ˈʃæpɚˌoʊnɪŋ/
chapin	/ʃəˈpæn/
chaplain	/ˈtʃæplən/
chaplains	/ˈtʃæplənz/
chaplan	/ˈtʃæplən/
chaplin	/ˈtʃæplən/
chaplin's	/ˈtʃæplɪnz/
chapman	/ˈtʃæpmən/
chapman's	/ˈtʃæpmənz/
chapnick	/ˈtʃæpnɪk/
chapoton	/ˈtʃæpoʊˌtɑn/
chapp	/ˈtʃæp/
chappaquiddick	/ˌtʃæpəˈkwɪdɪk/
chappel	/ˈtʃæpəl/
chappelear	/ˈʃæpɪlɚ/
chappell	/ˈtʃæpəl/
chappelle	/ʃəˈpɛl/
chappie	/ˈtʃæpi/
chapple	/ˈtʃæpəl/
chappuis	/ˈʃæpuɪz/
chaps	/ˈtʃæps/
chapter	/ˈtʃæptɚ/
chapters	/ˈtʃæptɚz/
chaput	/ˈtʃæpət/
char	/ˈtʃɑɹ/
chara	/ˈtʃɑɹə/
character	/ˈkɛɹɪktɚ/
character's	/ˈkɛɹɪktɚz/
characteristic	/ˌkɛɹəktɚˈɪstɪk/
characteristically	/ˌkɛɹəktɚˈɪstɪkli/
characteristics	/ˌkɛɹəktɚˈɪstɪks/
characterization	/ˌkɛɹəktɚɪˈzeɪʃən/
characterizations	/ˌkɛɹəktɚɪˈzeɪʃənz/
characterize	/ˈkɛɹəktɚˌaɪz/
characterized	/ˈkɛɹəktɚˌaɪzd/
characterizes	/ˈkɛɹəktɚˌaɪzəz/
characterizing	/ˈkɛɹəktɚˌaɪzɪŋ/
characters	/ˈkæɹəktɚz/
characters'	/ˈtʃɛɹəktɚz/
charade	/ʃɚˈeɪd/
charades	/ʃɚˈeɪdz/
charalambos	/ˌtʃɑɹəˈlɑmboʊs/
charasse	/ˈtʃɛɹæs/
charboneau	/ˈʃɑɹbənoʊ/
charbonneau	/ˈʃɑɹbəˌnoʊ/
charbonnet	/ˈʃɑɹbənɪt/
charcoal	/ˈtʃɑɹˌkoʊl/
charcoals	/ˈtʃɑɹˌkoʊlz/
charcuterie	/ˈʃɑɹkʊˌtɹi/
chard	/ˈtʃɑɹd/
chardonnay	/tʃɑɹˈdɑneɪ/
chardonnays	/tʃɑɹˈdɑneɪz/
charen	/ˈtʃɑɹən/
charen's	/ˈtʃɑɹənz/
charest	/ʃɑˈɹɛst/
